,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,MSRPbinned,wheels-awd,wheels-4wd,wheels-fwd,wheels-rwd
8747,Chevrolet,S-10,2002,flex-fuel (unleaded/E85),120.0,4.0,AUTOMATIC,2.0,Compact,Regular Cab Pickup,23,17,1385,15406,Cheap,0,0,0,1
8748,Chevrolet,S-10,2002,flex-fuel (unleaded/E85),120.0,4.0,AUTOMATIC,3.0,Compact,Extended Cab Pickup,23,17,1385,21474,Cheap,0,0,0,1
8749,Chevrolet,S-10,2002,regular unleaded,190.0,6.0,MANUAL,3.0,Compact,Extended Cab Pickup,16,12,1385,19757,Cheap,0,1,0,0
8750,Chevrolet,S-10,2002,regular unleaded,190.0,6.0,AUTOMATIC,3.0,Compact,Extended Cab Pickup,20,15,1385,23539,Cheap,0,0,0,1
8751,Chevrolet,S-10,2002,flex-fuel (unleaded/E85),120.0,4.0,MANUAL,3.0,Compact,Extended Cab Pickup,25,19,1385,15943,Cheap,0,0,0,1
8752,Chevrolet,S-10,2002,regular unleaded,190.0,6.0,MANUAL,3.0,Compact,Extended Cab Pickup,20,14,1385,17284,Cheap,0,0,0,1
8753,Chevrolet,S-10,2002,regular unleaded,190.0,6.0,AUTOMATIC,2.0,Compact,Regular Cab Pickup,20,15,1385,18169,Cheap,0,0,0,1
8754,Chevrolet,S-10,2002,flex-fuel (unleaded/E85),120.0,4.0,AUTOMATIC,2.0,Compact,Regular Cab Pickup,23,17,1385,19434,Cheap,0,0,0,1
8755,Chevrolet,S-10,2002,flex-fuel (unleaded/E85),120.0,4.0,MANUAL,2.0,Compact,Regular Cab Pickup,25,19,1385,13961,Cheap,0,0,0,1
8756,Chevrolet,S-10,2002,regular unleaded,190.0,6.0,AUTOMATIC,3.0,Compact,Extended Cab Pickup,18,14,1385,24063,Cheap,0,1,0,0
8757,Chevrolet,S-10,2002,regular unleaded,190.0,6.0,AUTOMATIC,2.0,Compact,Regular Cab Pickup,20,15,1385,18519,Cheap,0,0,0,1
8758,Chevrolet,S-10,2002,regular unleaded,190.0,6.0,AUTOMATIC,4.0,Compact,Crew Cab Pickup,18,14,1385,24462,Cheap,0,1,0,0
8759,Chevrolet,S-10,2002,regular unleaded,190.0,6.0,AUTOMATIC,3.0,Compact,Extended Cab Pickup,18,14,1385,25990,Cheap,0,1,0,0
8760,Chevrolet,S-10,2002,flex-fuel (unleaded/E85),120.0,4.0,AUTOMATIC,2.0,Compact,Regular Cab Pickup,23,17,1385,17169,Cheap,0,0,0,1
8761,Chevrolet,S-10,2002,regular unleaded,190.0,6.0,AUTOMATIC,3.0,Compact,Extended Cab Pickup,20,15,1385,20209,Cheap,0,0,0,1
8762,Chevrolet,S-10,2002,flex-fuel (unleaded/E85),120.0,4.0,AUTOMATIC,3.0,Compact,Extended Cab Pickup,23,17,1385,19209,Cheap,0,0,0,1
8763,Chevrolet,S-10,2002,regular unleaded,190.0,6.0,AUTOMATIC,2.0,Compact,Regular Cab Pickup,20,15,1385,21499,Cheap,0,0,0,1
8764,Chevrolet,S-10,2002,regular unleaded,190.0,6.0,MANUAL,2.0,Compact,Regular Cab Pickup,20,14,1385,14961,Cheap,0,0,0,1
8765,Chevrolet,S-10,2002,regular unleaded,190.0,6.0,AUTOMATIC,2.0,Compact,Regular Cab Pickup,20,15,1385,18944,Cheap,0,0,0,1
8766,Chevrolet,S-10,2003,flex-fuel (unleaded/E85),120.0,4.0,MANUAL,3.0,Compact,Extended Cab Pickup,25,19,1385,20780,Cheap,0,0,0,1
8767,Chevrolet,S-10,2003,regular unleaded,190.0,6.0,MANUAL,3.0,Compact,Extended Cab Pickup,17,12,1385,20270,Cheap,0,1,0,0
8768,Chevrolet,S-10,2003,flex-fuel (unleaded/E85),120.0,4.0,MANUAL,2.0,Compact,Regular Cab Pickup,25,19,1385,16905,Cheap,0,0,0,1
8769,Chevrolet,S-10,2003,flex-fuel (unleaded/E85),120.0,4.0,MANUAL,2.0,Compact,Regular Cab Pickup,25,19,1385,18780,Cheap,0,0,0,1
8770,Chevrolet,S-10,2003,regular unleaded,190.0,6.0,AUTOMATIC,4.0,Compact,Crew Cab Pickup,18,14,1385,24370,Cheap,0,1,0,0
8771,Chevrolet,S-10,2003,flex-fuel (unleaded/E85),120.0,4.0,AUTOMATIC,2.0,Compact,Regular Cab Pickup,23,17,1385,17570,Cheap,0,0,0,1
8772,Chevrolet,S-10,2003,flex-fuel (unleaded/E85),120.0,4.0,MANUAL,3.0,Compact,Extended Cab Pickup,25,19,1385,16570,Cheap,0,0,0,1
8773,Chevrolet,S-10,2003,regular unleaded,190.0,6.0,MANUAL,3.0,Compact,Extended Cab Pickup,17,12,1385,23985,Cheap,0,1,0,0
8774,Chevrolet,S-10,2003,flex-fuel (unleaded/E85),120.0,4.0,AUTOMATIC,2.0,Compact,Regular Cab Pickup,23,17,1385,16220,Cheap,0,0,0,1
8775,Chevrolet,S-10,2003,flex-fuel (unleaded/E85),120.0,4.0,MANUAL,3.0,Compact,Extended Cab Pickup,25,19,1385,18905,Cheap,0,0,0,1
8776,Chevrolet,S-10,2003,flex-fuel (unleaded/E85),120.0,4.0,MANUAL,2.0,Compact,Regular Cab Pickup,25,19,1385,16120,Cheap,0,0,0,1
8777,Chevrolet,S-10,2003,regular unleaded,190.0,6.0,MANUAL,3.0,Compact,Extended Cab Pickup,17,12,1385,21820,Cheap,0,1,0,0
8778,Chevrolet,S-10,2003,flex-fuel (unleaded/E85),120.0,4.0,MANUAL,2.0,Compact,Regular Cab Pickup,25,19,1385,14770,Cheap,0,0,0,1
8779,Chevrolet,S-10,2003,flex-fuel (unleaded/E85),120.0,4.0,MANUAL,3.0,Compact,Extended Cab Pickup,25,19,1385,18120,Cheap,0,0,0,1
8780,Chevrolet,S-10,2004,regular unleaded,190.0,6.0,AUTOMATIC,4.0,Compact,Crew Cab Pickup,18,14,1385,24660,Cheap,0,1,0,0
8818,Mercedes-Benz,S-Class,2015,premium unleaded (required),449.0,8.0,AUTOMATIC,4.0,Large,Sedan,26,17,617,94400,Cheap,0,0,0,1
8819,Mercedes-Benz,S-Class,2015,premium unleaded (required),577.0,8.0,AUTOMATIC,4.0,Large,Sedan,23,15,617,141450,Cheap,1,0,0,0
8820,Mercedes-Benz,S-Class,2015,premium unleaded (required),449.0,8.0,AUTOMATIC,4.0,Large,Sedan,26,16,617,97400,Cheap,1,0,0,0
8821,Mercedes-Benz,S-Class,2015,premium unleaded (required),577.0,8.0,AUTOMATIC,2.0,Large,Coupe,23,15,617,160900,Cheap,1,0,0,0
8822,Mercedes-Benz,S-Class,2015,premium unleaded (required),621.0,12.0,AUTOMATIC,4.0,Large,Sedan,20,13,617,222000,Cheap,0,0,0,1
8823,Mercedes-Benz,S-Class,2015,premium unleaded (required),621.0,12.0,AUTOMATIC,2.0,Large,Coupe,20,13,617,230900,Cheap,0,0,0,1
8824,Mercedes-Benz,S-Class,2015,premium unleaded (required),523.0,12.0,AUTOMATIC,4.0,Large,Sedan,21,12,617,166900,Cheap,0,0,0,1
8825,Mercedes-Benz,S-Class,2015,premium unleaded (required),449.0,8.0,AUTOMATIC,2.0,Large,Coupe,24,16,617,119900,Cheap,1,0,0,0
8826,Mercedes-Benz,S-Class,2016,premium unleaded (required),621.0,12.0,AUTOMATIC,2.0,Large,Coupe,20,13,617,234050,Cheap,0,0,0,1
8827,Mercedes-Benz,S-Class,2016,premium unleaded (required),449.0,8.0,AUTOMATIC,2.0,Large,Coupe,24,16,617,121550,Cheap,1,0,0,0
8828,Mercedes-Benz,S-Class,2016,premium unleaded (required),577.0,8.0,AUTOMATIC,4.0,Large,Sedan,23,15,617,143250,Cheap,1,0,0,0
8829,Mercedes-Benz,S-Class,2016,premium unleaded (required),449.0,8.0,AUTOMATIC,4.0,Large,Sedan,26,17,617,95650,Cheap,0,0,0,1
8830,Mercedes-Benz,S-Class,2016,premium unleaded (required),523.0,12.0,AUTOMATIC,4.0,Large,Sedan,21,12,617,169050,Cheap,0,0,0,1
8831,Mercedes-Benz,S-Class,2016,premium unleaded (required),449.0,8.0,AUTOMATIC,4.0,Large,Sedan,26,16,617,98650,Cheap,1,0,0,0
8832,Mercedes-Benz,S-Class,2016,premium unleaded (required),577.0,8.0,AUTOMATIC,2.0,Large,Coupe,23,15,617,163150,Cheap,1,0,0,0
8833,Mercedes-Benz,S-Class,2016,premium unleaded (required),621.0,12.0,AUTOMATIC,4.0,Large,Sedan,20,13,617,224650,Cheap,0,0,0,1
8834,Mercedes-Benz,S-Class,2017,premium unleaded (required),577.0,8.0,AUTOMATIC,4.0,Large,Sedan,23,15,617,144700,Cheap,1,0,0,0
8835,Mercedes-Benz,S-Class,2017,premium unleaded (required),449.0,8.0,AUTOMATIC,4.0,Large,Sedan,25,16,617,99600,Cheap,1,0,0,0
8836,Mercedes-Benz,S-Class,2017,premium unleaded (required),449.0,8.0,AUTOMATIC,2.0,Large,Convertible,25,17,617,131400,Cheap,0,0,0,1
8837,Mercedes-Benz,S-Class,2017,premium unleaded (required),523.0,12.0,AUTOMATIC,4.0,Large,Sedan,22,13,617,170750,Cheap,0,0,0,1
8838,Mercedes-Benz,S-Class,2017,premium unleaded (required),577.0,8.0,AUTOMATIC,2.0,Large,Convertible,22,14,617,176400,Cheap,1,0,0,0
8839,Mercedes-Benz,S-Class,2017,premium unleaded (required),621.0,12.0,AUTOMATIC,4.0,Large,Sedan,22,13,617,226900,Cheap,0,0,0,1
8840,Mercedes-Benz,S-Class,2017,premium unleaded (required),621.0,12.0,AUTOMATIC,2.0,Large,Convertible,21,14,617,247900,Cheap,0,0,0,1
8841,Mercedes-Benz,S-Class,2017,premium unleaded (required),449.0,8.0,AUTOMATIC,4.0,Large,Sedan,26,18,617,96600,Cheap,0,0,0,1
8842,Honda,S2000,2007,premium unleaded (required),237.0,4.0,MANUAL,2.0,Compact,Convertible,24,18,2202,34250,Cheap,0,0,0,1
8843,Honda,S2000,2008,premium unleaded (required),237.0,4.0,MANUAL,2.0,Compact,Convertible,25,18,2202,37300,Cheap,0,0,0,1
8844,Honda,S2000,2008,premium unleaded (required),237.0,4.0,MANUAL,2.0,Compact,Convertible,25,18,2202,36300,Cheap,0,0,0,1
8845,Honda,S2000,2008,premium unleaded (required),237.0,4.0,MANUAL,2.0,Compact,Convertible,25,18,2202,34300,Cheap,0,0,0,1
8846,Honda,S2000,2009,premium unleaded (required),237.0,4.0,MANUAL,2.0,Compact,Convertible,25,18,2202,36995,Cheap,0,0,0,1
8847,Honda,S2000,2009,premium unleaded (required),237.0,4.0,MANUAL,2.0,Compact,Convertible,25,18,2202,34995,Cheap,0,0,0,1
8848,Honda,S2000,2009,premium unleaded (required),237.0,4.0,MANUAL,2.0,Compact,Convertible,25,18,2202,37995,Cheap,0,0,0,1
8849,Audi,S3,2015,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,4.0,Compact,Sedan,31,23,3105,41100,Cheap,1,0,0,0
8850,Audi,S3,2015,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,4.0,Compact,Sedan,31,23,3105,47000,Cheap,1,0,0,0
8851,Audi,S3,2016,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,4.0,Compact,Sedan,31,23,3105,42500,Cheap,1,0,0,0
8852,Audi,S3,2016,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,4.0,Compact,Sedan,31,23,3105,48650,Cheap,1,0,0,0
8853,Audi,S3,2017,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,4.0,Compact,Sedan,28,21,3105,48400,Cheap,1,0,0,0
8854,Audi,S3,2017,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,4.0,Compact,Sedan,28,21,3105,42900,Cheap,1,0,0,0
8855,Volvo,S40,2009,premium unleaded (recommended),227.0,5.0,AUTOMATIC,4.0,Compact,Sedan,26,18,870,33800,Cheap,1,0,0,0
8856,Volvo,S40,2009,premium unleaded (recommended),227.0,5.0,AUTOMATIC,4.0,Compact,Sedan,28,19,870,32350,Cheap,0,0,1,0
8857,Volvo,S40,2009,premium unleaded (recommended),168.0,5.0,AUTOMATIC,4.0,Compact,Sedan,31,20,870,28550,Cheap,0,0,1,0
8858,Volvo,S40,2010,premium unleaded (recommended),227.0,5.0,MANUAL,4.0,Compact,Sedan,27,20,870,31350,Cheap,1,0,0,0
8859,Volvo,S40,2010,premium unleaded (recommended),168.0,5.0,MANUAL,4.0,Compact,Sedan,29,21,870,26200,Cheap,0,0,1,0
8860,Volvo,S40,2010,premium unleaded (recommended),227.0,5.0,AUTOMATIC,4.0,Compact,Sedan,30,21,870,31150,Cheap,0,0,1,0
8861,Volvo,S40,2011,regular unleaded,227.0,5.0,AUTOMATIC,4.0,Compact,Sedan,30,21,870,27750,Cheap,0,0,1,0
8862,Volvo,S40,2011,regular unleaded,227.0,5.0,AUTOMATIC,4.0,Compact,Sedan,30,21,870,31150,Cheap,0,0,1,0
8863,Audi,S4,2014,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,4.0,Midsize,Sedan,28,18,3105,49500,Cheap,1,0,0,0
8864,Audi,S4,2014,premium unleaded (required),333.0,6.0,MANUAL,4.0,Midsize,Sedan,26,17,3105,54000,Cheap,1,0,0,0
8865,Audi,S4,2014,premium unleaded (required),333.0,6.0,MANUAL,4.0,Midsize,Sedan,26,17,3105,48100,Cheap,1,0,0,0
8866,Audi,S4,2014,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,4.0,Midsize,Sedan,28,18,3105,55400,Cheap,1,0,0,0
8867,Audi,S4,2015,premium unleaded (required),333.0,6.0,MANUAL,4.0,Midsize,Sedan,26,17,3105,48400,Cheap,1,0,0,0
8868,Audi,S4,2015,premium unleaded (required),333.0,6.0,MANUAL,4.0,Midsize,Sedan,26,17,3105,54300,Cheap,1,0,0,0
8869,Audi,S4,2015,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,4.0,Midsize,Sedan,28,18,3105,55700,Cheap,1,0,0,0
8870,Audi,S4,2015,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,4.0,Midsize,Sedan,28,18,3105,49800,Cheap,1,0,0,0
8871,Audi,S4,2016,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,4.0,Midsize,Sedan,28,18,3105,56100,Cheap,1,0,0,0
8872,Audi,S4,2016,premium unleaded (required),333.0,6.0,MANUAL,4.0,Midsize,Sedan,26,17,3105,55100,Cheap,1,0,0,0
8873,Audi,S4,2016,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,4.0,Midsize,Sedan,28,18,3105,50200,Cheap,1,0,0,0
8874,Audi,S4,2016,premium unleaded (required),333.0,6.0,MANUAL,4.0,Midsize,Sedan,26,17,3105,49200,Cheap,1,0,0,0
8875,Audi,S5,2016,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,2.0,Midsize,Convertible,26,18,3105,67350,Cheap,1,0,0,0
8876,Audi,S5,2016,premium unleaded (required),333.0,6.0,MANUAL,2.0,Midsize,Coupe,26,17,3105,59350,Cheap,1,0,0,0
8877,Audi,S5,2016,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,2.0,Midsize,Convertible,26,18,3105,61100,Cheap,1,0,0,0
8878,Audi,S5,2016,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,2.0,Midsize,Coupe,28,18,3105,54100,Cheap,1,0,0,0
8879,Audi,S5,2016,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,2.0,Midsize,Coupe,28,18,3105,60350,Cheap,1,0,0,0
8880,Audi,S5,2016,premium unleaded (required),333.0,6.0,MANUAL,2.0,Midsize,Coupe,26,17,3105,53100,Cheap,1,0,0,0
8881,Audi,S5,2017,premium unleaded (required),333.0,6.0,MANUAL,2.0,Midsize,Coupe,26,17,3105,53100,Cheap,1,0,0,0
8882,Audi,S5,2017,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,2.0,Midsize,Convertible,26,18,3105,61100,Cheap,1,0,0,0
8883,Audi,S5,2017,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,2.0,Midsize,Coupe,28,18,3105,54100,Cheap,1,0,0,0
8884,Volvo,S60 Cross Country,2017,regular unleaded,240.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,30,22,870,44200,Cheap,1,0,0,0
8885,Volvo,S60,2015,regular unleaded,250.0,5.0,AUTOMATIC,4.0,Midsize,Sedan,29,20,870,35450,Cheap,1,0,0,0
8886,Volvo,S60,2015,regular unleaded,302.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,35,24,870,39250,Cheap,0,0,1,0
8887,Volvo,S60,2015,regular unleaded,250.0,5.0,AUTOMATIC,4.0,Midsize,Sedan,29,20,870,34800,Cheap,1,0,0,0
8888,Volvo,S60,2015,regular unleaded,325.0,6.0,AUTOMATIC,4.0,Midsize,Sedan,28,19,870,43800,Cheap,1,0,0,0
8889,Volvo,S60,2015,regular unleaded,325.0,6.0,AUTOMATIC,4.0,Midsize,Sedan,28,19,870,42700,Cheap,1,0,0,0
8890,Volvo,S60,2015,regular unleaded,240.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,37,25,870,33950,Cheap,0,0,1,0
8891,Volvo,S60,2015,regular unleaded,240.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,37,25,870,33300,Cheap,0,0,1,0
8892,Volvo,S60,2015,regular unleaded,302.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,35,24,870,38150,Cheap,0,0,1,0
8893,Volvo,S60,2016,regular unleaded,240.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,37,25,870,38900,Cheap,0,0,1,0
8894,Volvo,S60,2016,regular unleaded,302.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,33,23,870,39450,Cheap,0,0,1,0
8895,Volvo,S60,2016,regular unleaded,345.0,6.0,AUTOMATIC,4.0,Midsize,Sedan,27,18,870,59700,Cheap,1,0,0,0
8896,Volvo,S60,2016,regular unleaded,302.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,31,22,870,44400,Cheap,1,0,0,0
8897,Volvo,S60,2016,regular unleaded,250.0,5.0,AUTOMATIC,4.0,Midsize,Sedan,29,20,870,35650,Cheap,1,0,0,0
8898,Volvo,S60,2016,regular unleaded,250.0,5.0,AUTOMATIC,4.0,Midsize,Sedan,29,20,870,40400,Cheap,1,0,0,0
8899,Volvo,S60,2016,regular unleaded,302.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,31,22,870,47900,Cheap,1,0,0,0
8900,Volvo,S60,2016,regular unleaded,240.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,38,26,870,34150,Cheap,0,0,1,0
8901,Volvo,S60,2016,regular unleaded,250.0,5.0,AUTOMATIC,4.0,Midsize,Sedan,29,20,870,38300,Cheap,1,0,0,0
8902,Volvo,S60,2016,regular unleaded,240.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,38,26,870,36800,Cheap,0,0,1,0
8903,Volvo,S60,2016,regular unleaded,250.0,5.0,AUTOMATIC,4.0,Midsize,Sedan,28,20,870,43700,Cheap,1,0,0,0
8904,Volvo,S60,2016,regular unleaded,302.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,33,23,870,43300,Cheap,0,0,1,0
8905,Volvo,S60,2016,regular unleaded,250.0,5.0,AUTOMATIC,4.0,Midsize,Sedan,29,20,870,43400,Cheap,1,0,0,0
8906,Volvo,S60,2016,regular unleaded,240.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,37,25,870,41900,Cheap,0,0,1,0
8907,Volvo,S60,2016,regular unleaded,325.0,6.0,AUTOMATIC,4.0,Midsize,Sedan,27,18,870,44200,Cheap,1,0,0,0
8908,Volvo,S60,2016,regular unleaded,325.0,6.0,AUTOMATIC,4.0,Midsize,Sedan,27,18,870,47700,Cheap,1,0,0,0
8909,Volvo,S60,2017,regular unleaded,240.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,36,25,870,33950,Cheap,0,0,1,0
8910,Volvo,S60,2017,regular unleaded,240.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,36,25,870,40800,Cheap,0,0,1,0
8911,Volvo,S60,2017,regular unleaded,240.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,36,25,870,36800,Cheap,0,0,1,0
8912,Volvo,S60,2017,regular unleaded,302.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,31,23,870,47400,Cheap,1,0,0,0
8913,Audi,S6,2015,premium unleaded (required),420.0,8.0,AUTOMATED_MANUAL,4.0,Midsize,Sedan,27,17,3105,75500,Cheap,1,0,0,0
8914,Audi,S6,2016,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,4.0,Midsize,Sedan,27,18,3105,70900,Cheap,1,0,0,0
8915,Audi,S6,2016,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,4.0,Midsize,Sedan,27,18,3105,75300,Cheap,1,0,0,0
8916,Audi,S6,2017,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,4.0,Midsize,Sedan,27,18,3105,74100,Cheap,1,0,0,0
8917,Audi,S6,2017,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,4.0,Midsize,Sedan,27,18,3105,70900,Cheap,1,0,0,0
8920,Volvo,S70,1998,regular unleaded,190.0,5.0,AUTOMATIC,4.0,Midsize,Sedan,24,17,870,2112,Cheap,0,0,1,0
8921,Volvo,S70,1998,regular unleaded,236.0,5.0,MANUAL,4.0,Midsize,Sedan,23,17,870,2232,Cheap,0,0,1,0
8922,Volvo,S70,1999,regular unleaded,162.0,5.0,MANUAL,4.0,Midsize,Sedan,26,19,870,2172,Cheap,0,0,1,0
8923,Volvo,S70,1999,regular unleaded,190.0,5.0,AUTOMATIC,4.0,Midsize,Sedan,25,18,870,2286,Cheap,0,0,1,0
8924,Volvo,S70,1999,regular unleaded,236.0,5.0,MANUAL,4.0,Midsize,Sedan,25,18,870,2382,Cheap,0,0,1,0
8925,Volvo,S70,1999,regular unleaded,190.0,5.0,AUTOMATIC,4.0,Midsize,Sedan,23,16,870,2384,Cheap,1,0,0,0
8926,Volvo,S70,2000,regular unleaded,190.0,5.0,AUTOMATIC,4.0,Midsize,Sedan,24,17,870,2430,Cheap,0,0,1,0
8927,Volvo,S70,2000,regular unleaded,190.0,5.0,AUTOMATIC,4.0,Midsize,Sedan,23,16,870,2637,Cheap,1,0,0,0
8928,Volvo,S70,2000,regular unleaded,168.0,5.0,MANUAL,4.0,Midsize,Sedan,26,19,870,2305,Cheap,0,0,1,0
8929,Volvo,S70,2000,regular unleaded,190.0,5.0,AUTOMATIC,4.0,Midsize,Sedan,24,17,870,2500,Cheap,0,0,1,0
8930,Volvo,S70,2000,regular unleaded,168.0,5.0,MANUAL,4.0,Midsize,Sedan,26,19,870,2403,Cheap,0,0,1,0
8931,Volvo,S70,2000,regular unleaded,236.0,5.0,MANUAL,4.0,Midsize,Sedan,25,18,870,2608,Cheap,0,0,1,0
8932,Audi,S7,2015,premium unleaded (required),420.0,8.0,AUTOMATED_MANUAL,4.0,Large,Sedan,27,17,3105,82500,Cheap,1,0,0,0
8933,Audi,S7,2016,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,4.0,Large,Sedan,27,17,3105,82900,Cheap,1,0,0,0
8934,Audi,S7,2017,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,4.0,Large,Sedan,27,17,3105,82900,Cheap,1,0,0,0
8935,Audi,S7,2017,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,4.0,Large,Sedan,27,17,3105,79900,Cheap,1,0,0,0
8936,Volvo,S80,2014,regular unleaded,240.0,6.0,AUTOMATIC,4.0,Midsize,Sedan,29,20,870,39900,Cheap,0,0,1,0
8937,Volvo,S80,2014,regular unleaded,300.0,6.0,AUTOMATIC,4.0,Midsize,Sedan,25,18,870,43950,Cheap,1,0,0,0
8938,Volvo,S80,2015,regular unleaded,300.0,6.0,AUTOMATIC,4.0,Midsize,Sedan,28,19,870,45100,Cheap,1,0,0,0
8939,Volvo,S80,2015,regular unleaded,300.0,6.0,AUTOMATIC,4.0,Midsize,Sedan,28,19,870,43950,Cheap,1,0,0,0
8940,Volvo,S80,2015,regular unleaded,240.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,38,26,870,41700,Cheap,0,0,1,0
8941,Volvo,S80,2015,regular unleaded,240.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,38,26,870,40500,Cheap,0,0,1,0
8942,Volvo,S80,2016,regular unleaded,240.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,37,25,870,48375,Cheap,0,0,1,0
8943,Volvo,S80,2016,regular unleaded,240.0,4.0,AUTOMATIC,4.0,Midsize,Sedan,37,25,870,43450,Cheap,0,0,1,0
8944,Audi,S8,2015,premium unleaded (required),520.0,8.0,AUTOMATIC,4.0,Large,Sedan,27,17,3105,114900,Cheap,1,0,0,0
8945,Audi,S8,2016,premium unleaded (required),520.0,8.0,AUTOMATIC,4.0,Large,Sedan,25,16,3105,114900,Cheap,1,0,0,0
8946,Audi,S8,2016,premium unleaded (required),605.0,8.0,AUTOMATIC,4.0,Large,Sedan,25,15,3105,114900,Cheap,1,0,0,0
8947,Audi,S8,2017,premium unleaded (recommended),605.0,8.0,AUTOMATIC,4.0,Large,Sedan,24,15,3105,115900,Cheap,1,0,0,0
8948,Volvo,S90,1998,regular unleaded,181.0,6.0,AUTOMATIC,4.0,Midsize,Sedan,23,16,870,2269,Cheap,0,0,0,1
8949,Volvo,S90,2017,premium unleaded (recommended),250.0,4.0,AUTOMATIC,4.0,Large,Sedan,34,23,870,46950,Cheap,0,0,1,0
8950,Volvo,S90,2017,premium unleaded (recommended),316.0,4.0,AUTOMATIC,4.0,Large,Sedan,31,22,870,52950,Cheap,1,0,0,0
8951,Volvo,S90,2017,premium unleaded (recommended),250.0,4.0,AUTOMATIC,4.0,Large,Sedan,34,23,870,50450,Cheap,0,0,1,0
8952,Volvo,S90,2017,premium unleaded (recommended),316.0,4.0,AUTOMATIC,4.0,Large,Sedan,31,22,870,56250,Cheap,1,0,0,0
8953,GMC,Safari Cargo,2003,regular unleaded,190.0,6.0,AUTOMATIC,3.0,Large,Cargo Minivan,18,14,549,24450,Cheap,1,0,0,0
8954,GMC,Safari Cargo,2003,regular unleaded,190.0,6.0,AUTOMATIC,3.0,Large,Cargo Minivan,21,15,549,22050,Cheap,0,0,0,1
8955,GMC,Safari Cargo,2004,regular unleaded,190.0,6.0,AUTOMATIC,3.0,Large,Cargo Minivan,19,14,549,22695,Cheap,0,0,0,1
8956,GMC,Safari Cargo,2004,regular unleaded,190.0,6.0,AUTOMATIC,3.0,Large,Cargo Minivan,18,14,549,25195,Cheap,1,0,0,0
8957,GMC,Safari Cargo,2005,regular unleaded,190.0,6.0,AUTOMATIC,3.0,Large,Cargo Minivan,20,15,549,22930,Cheap,0,0,0,1
8958,GMC,Safari Cargo,2005,regular unleaded,190.0,6.0,AUTOMATIC,3.0,Large,Cargo Minivan,18,14,549,25430,Cheap,1,0,0,0
8959,GMC,Safari,2003,regular unleaded,190.0,6.0,AUTOMATIC,3.0,Large,Passenger Minivan,19,14,549,23690,Cheap,0,0,0,1
8960,GMC,Safari,2003,regular unleaded,190.0,6.0,AUTOMATIC,3.0,Large,Passenger Minivan,16,12,549,25690,Cheap,1,0,0,0
8961,GMC,Safari,2004,regular unleaded,190.0,6.0,AUTOMATIC,3.0,Large,Passenger Minivan,19,14,549,24195,Cheap,0,0,0,1
8962,GMC,Safari,2004,regular unleaded,190.0,6.0,AUTOMATIC,3.0,Large,Passenger Minivan,16,12,549,26195,Cheap,1,0,0,0
